elapsed_s,stage,host_monotonic_ns,device_timestamp_ms,axis,roll_deg,pitch_deg,relative_angle_deg,effective_error_deg,p_us,i_us,d_us,output_us,actual_pwm_us,saturated,in_deadband,mode
0.000000,00-120_STILL,36875648672900,87700,PITCH,-0.03,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
0.108941,00-120_STILL,36875757614200,87800,PITCH,-0.02,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
0.202657,00-120_STILL,36875851329600,87900,PITCH,-0.02,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
0.297108,00-120_STILL,36875945780800,88000,PITCH,-0.03,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
0.407005,00-120_STILL,36876055678100,88100,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
0.499027,00-120_STILL,36876147700200,88200,PITCH,-0.03,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
0.608284,00-120_STILL,36876256956500,88300,PITCH,-0.04,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
0.702012,00-120_STILL,36876350684800,88400,PITCH,-0.05,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
0.748552,00-120_STILL,36876397225100,88500,PITCH,-0.05,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
0.904117,00-120_STILL,36876552790200,88600,PITCH,-0.04,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
0.998372,00-120_STILL,36876647045400,88700,PITCH,-0.03,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
1.107186,00-120_STILL,36876755858900,88800,PITCH,-0.03,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
1.198740,00-120_STILL,36876847413100,88900,PITCH,-0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
1.308281,00-120_STILL,36876956954000,89000,PITCH,-0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
1.403610,00-120_STILL,36877052283300,89100,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
1.497276,00-120_STILL,36877145948600,89200,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
1.607094,00-120_STILL,36877255766900,89300,PITCH,-0.01,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
1.701376,00-120_STILL,36877350048500,89400,PITCH,-0.01,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
1.748157,00-120_STILL,36877396829700,89500,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
1.903788,00-120_STILL,36877552460500,89600,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
1.996956,00-120_STILL,36877645628500,89700,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
2.106342,00-120_STILL,36877755014500,89800,PITCH,-0.01,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
2.198695,00-120_STILL,36877847368100,89900,PITCH,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
2.308511,00-120_STILL,36877957184100,90000,PITCH,-0.01,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
2.403060,00-120_STILL,36878051733300,90100,PITCH,-0.02,0.02,-0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
2.497096,00-120_STILL,36878145769300,90200,PITCH,-0.02,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
2.604772,00-120_STILL,36878253444800,90300,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
2.698910,00-120_STILL,36878347582600,90400,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
2.747699,00-120_STILL,36878396372400,90500,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
2.902833,00-120_STILL,36878551505800,90600,PITCH,-0.03,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
2.995634,00-120_STILL,36878644306700,90700,PITCH,-0.02,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
3.103565,00-120_STILL,36878752237600,90800,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
3.197182,00-120_STILL,36878845855300,90900,PITCH,-0.01,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
3.305370,00-120_STILL,36878954043200,91000,PITCH,-0.01,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
3.399867,00-120_STILL,36879048539600,91100,PITCH,-0.02,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
3.493443,00-120_STILL,36879142115900,91200,PITCH,-0.02,0.02,-0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
3.602610,00-120_STILL,36879251282900,91300,PITCH,-0.02,0.02,-0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
3.695091,00-120_STILL,36879343764200,91400,PITCH,-0.02,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
3.747552,00-120_STILL,36879396225000,91500,PITCH,-0.03,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
3.899642,00-120_STILL,36879548314700,91600,PITCH,-0.02,0.0,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
4.007692,00-120_STILL,36879656365100,91700,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
4.101913,00-120_STILL,36879750586000,91800,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
4.195602,00-120_STILL,36879844275300,91900,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
4.304079,00-120_STILL,36879952751900,92000,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
4.398994,00-120_STILL,36880047666900,92100,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
4.508234,00-120_STILL,36880156907200,92200,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
4.601528,00-120_STILL,36880250200400,92300,PITCH,-0.01,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
4.695626,00-120_STILL,36880344298600,92400,PITCH,-0.02,-0.01,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
4.747621,00-120_STILL,36880396294300,92500,PITCH,-0.03,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
4.895920,00-120_STILL,36880544592600,92600,PITCH,-0.03,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.005442,00-120_STILL,36880654115000,92700,PITCH,-0.03,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.099691,00-120_STILL,36880748364400,92800,PITCH,-0.02,-0.01,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.193548,00-120_STILL,36880842221300,92900,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.300032,00-120_STILL,36880948704800,93000,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.393568,00-120_STILL,36881042241300,93100,PITCH,-0.03,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.502088,00-120_STILL,36881150760700,93200,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.596889,00-120_STILL,36881245562000,93300,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.705582,00-120_STILL,36881354255300,93400,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.747409,00-120_STILL,36881396081800,93500,PITCH,-0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.906707,00-120_STILL,36881555380300,93600,PITCH,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
5.999541,00-120_STILL,36881648213600,93700,PITCH,-0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
6.094074,00-120_STILL,36881742746600,93800,PITCH,-0.01,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
6.203100,00-120_STILL,36881851772400,93900,PITCH,-0.01,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
6.296866,00-120_STILL,36881945538500,94000,PITCH,-0.02,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
6.405513,00-120_STILL,36882054186400,94100,PITCH,-0.03,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
6.499766,00-120_STILL,36882148438800,94200,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
6.593089,00-120_STILL,36882241761900,94300,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
6.701373,00-120_STILL,36882350045700,94400,PITCH,-0.02,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
6.747115,00-120_STILL,36882395787800,94500,PITCH,-0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
6.903076,00-120_STILL,36882551749200,94600,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
6.996617,00-120_STILL,36882645290300,94700,PITCH,-0.02,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
7.106530,00-120_STILL,36882755203100,94800,PITCH,-0.02,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
7.199710,00-120_STILL,36882848383100,94900,PITCH,-0.02,0.02,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
7.307358,00-120_STILL,36882956031200,95000,PITCH,-0.02,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
7.401362,00-120_STILL,36883050035300,95100,PITCH,-0.01,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
7.495619,00-120_STILL,36883144291700,95200,PITCH,-0.01,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
7.606163,00-120_STILL,36883254835800,95300,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
7.698461,00-120_STILL,36883347134000,95400,PITCH,-0.01,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
7.746980,00-120_STILL,36883395652700,95500,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
7.901743,00-120_STILL,36883550415400,95600,PITCH,-0.02,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
7.995172,00-120_STILL,36883643844700,95700,PITCH,-0.02,0.02,-0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
8.105013,00-120_STILL,36883753685700,95800,PITCH,-0.01,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
8.198635,00-120_STILL,36883847308100,95900,PITCH,-0.03,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
8.306632,00-120_STILL,36883955305300,96000,PITCH,-0.02,0.0,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
8.399869,00-120_STILL,36884048542100,96100,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
8.493108,00-120_STILL,36884141781400,96200,PITCH,-0.02,-0.01,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
8.602282,00-120_STILL,36884250955400,96300,PITCH,-0.03,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
8.695784,00-120_STILL,36884344456500,96400,PITCH,-0.03,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
8.746968,00-120_STILL,36884395640700,96500,PITCH,-0.02,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
8.897108,00-120_STILL,36884545781300,96600,PITCH,-0.02,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
9.006011,00-120_STILL,36884654684000,96700,PITCH,-0.01,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
9.099711,00-120_STILL,36884748383900,96800,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
9.193125,00-120_STILL,36884841797800,96900,PITCH,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
9.303341,00-120_STILL,36884952014200,97000,PITCH,-0.01,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
9.397846,00-120_STILL,36885046518500,97100,PITCH,-0.01,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
9.507060,00-120_STILL,36885155733100,97200,PITCH,-0.01,0.01,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
9.599760,00-120_STILL,36885248433000,97300,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
9.693556,00-120_STILL,36885342228900,97400,PITCH,-0.04,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
9.746646,00-120_STILL,36885395319200,97500,PITCH,-0.05,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
9.895137,00-120_STILL,36885543810100,97600,PITCH,-0.05,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
10.005077,00-120_STILL,36885653749800,97700,PITCH,-0.04,-0.04,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
10.098222,00-120_STILL,36885746895200,97800,PITCH,-0.04,-0.04,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
10.206873,00-120_STILL,36885855546100,97900,PITCH,-0.04,-0.04,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
10.301353,00-120_STILL,36885950025400,98000,PITCH,-0.04,-0.04,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
10.393989,00-120_STILL,36886042661600,98100,PITCH,-0.04,-0.05,-0.08,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
10.502079,00-120_STILL,36886150751700,98200,PITCH,-0.03,-0.04,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
10.593461,00-120_STILL,36886242133600,98300,PITCH,-0.02,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
10.704126,00-120_STILL,36886352799100,98400,PITCH,-0.01,-0.03,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
10.746527,00-120_STILL,36886395200200,98500,PITCH,0.0,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
10.892361,00-120_STILL,36886541033800,98600,PITCH,-0.01,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.000067,00-120_STILL,36886648739600,98700,PITCH,-0.01,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.093040,00-120_STILL,36886741712500,98800,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.201197,00-120_STILL,36886849869500,98900,PITCH,-0.01,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.293269,00-120_STILL,36886941942200,99000,PITCH,-0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.401889,00-120_STILL,36887050561700,99100,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.494847,00-120_STILL,36887143520300,99200,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.603595,00-120_STILL,36887252268300,99300,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.697045,00-120_STILL,36887345718400,99400,PITCH,-0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.746575,00-120_STILL,36887395247900,99500,PITCH,-0.01,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.900142,00-120_STILL,36887548815000,99600,PITCH,-0.02,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
11.992748,00-120_STILL,36887641420900,99700,PITCH,-0.03,-0.04,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
12.101399,00-120_STILL,36887750072100,99800,PITCH,-0.04,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
12.193806,00-120_STILL,36887842478700,99900,PITCH,-0.04,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
12.300843,00-120_STILL,36887949516400,100000,PITCH,-0.03,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
12.394403,00-120_STILL,36888043076000,100100,PITCH,-0.02,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
12.503278,00-120_STILL,36888151950500,100200,PITCH,-0.02,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
12.597723,00-120_STILL,36888246395800,100300,PITCH,-0.03,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
12.706343,00-120_STILL,36888355015900,100400,PITCH,-0.02,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
12.746190,00-120_STILL,36888394863000,100500,PITCH,0.0,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
12.892123,00-120_STILL,36888540796100,100600,PITCH,0.0,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
12.999709,00-120_STILL,36888648381400,100700,PITCH,0.0,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
13.107071,00-120_STILL,36888755743700,100800,PITCH,0.0,-0.03,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
13.201073,00-120_STILL,36888849745600,100900,PITCH,0.0,-0.03,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
13.294112,00-120_STILL,36888942785000,101000,PITCH,-0.01,-0.04,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
13.404784,00-120_STILL,36889053456600,101100,PITCH,-0.01,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
13.497494,00-120_STILL,36889146167100,101200,PITCH,-0.01,-0.02,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
13.605751,00-120_STILL,36889254423600,101300,PITCH,-0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
13.698918,00-120_STILL,36889347590500,101400,PITCH,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
13.746082,00-120_STILL,36889394755100,101500,PITCH,-0.01,0.0,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
13.899096,00-120_STILL,36889547768900,101600,PITCH,-0.01,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
13.991708,00-120_STILL,36889640381400,101700,PITCH,-0.01,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
14.100605,00-120_STILL,36889749278200,101800,PITCH,-0.01,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
14.194540,00-120_STILL,36889843212900,101900,PITCH,0.0,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
14.303721,00-120_STILL,36889952393900,102000,PITCH,-0.01,0.01,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
14.397227,00-120_STILL,36890045900100,102100,PITCH,-0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
14.505770,00-120_STILL,36890154442500,102200,PITCH,-0.02,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
14.599730,00-120_STILL,36890248403400,102300,PITCH,-0.02,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
14.693351,00-120_STILL,36890342024300,102400,PITCH,-0.03,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
14.745899,00-120_STILL,36890394572300,102500,PITCH,-0.03,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
14.895154,00-120_STILL,36890543827100,102600,PITCH,-0.02,-0.03,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
15.003428,00-120_STILL,36890652100700,102700,PITCH,0.0,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
15.095989,00-120_STILL,36890744661400,102800,PITCH,0.01,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
15.204629,00-120_STILL,36890853302100,102900,PITCH,0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
15.296925,00-120_STILL,36890945598300,103000,PITCH,0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
15.392331,00-120_STILL,36891041004200,103100,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
15.502473,00-120_STILL,36891151146000,103200,PITCH,0.0,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
15.594767,00-120_STILL,36891243440400,103300,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
15.704011,00-120_STILL,36891352684300,103400,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
15.745798,00-120_STILL,36891394470800,103500,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
15.906054,00-120_STILL,36891554726600,103600,PITCH,0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.000782,00-120_STILL,36891649455300,103700,PITCH,0.0,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.094853,00-120_STILL,36891743525500,103800,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.204680,00-120_STILL,36891853352400,103900,PITCH,-0.02,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.297805,00-120_STILL,36891946478200,104000,PITCH,-0.02,-0.01,-0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.406913,00-120_STILL,36892055586100,104100,PITCH,-0.02,-0.01,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.500986,00-120_STILL,36892149659400,104200,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.593884,00-120_STILL,36892242556600,104300,PITCH,-0.02,0.0,-0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.703981,00-120_STILL,36892352653500,104400,PITCH,-0.02,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.745599,00-120_STILL,36892394272100,104500,PITCH,-0.02,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.904478,00-120_STILL,36892553150500,104600,PITCH,-0.02,-0.03,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
16.999382,00-120_STILL,36892648055100,104700,PITCH,-0.02,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
17.093973,00-120_STILL,36892742646000,104800,PITCH,-0.02,-0.02,-0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
17.202946,00-120_STILL,36892851618700,104900,PITCH,-0.02,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
17.297375,00-120_STILL,36892946047400,105000,PITCH,-0.02,-0.04,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
17.405178,00-120_STILL,36893053851000,105100,PITCH,-0.02,-0.04,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
17.498083,00-120_STILL,36893146755600,105200,PITCH,-0.02,-0.03,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
17.591595,00-120_STILL,36893240267500,105300,PITCH,-0.02,-0.03,-0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
17.699650,00-120_STILL,36893348323200,105400,PITCH,-0.02,-0.05,-0.08,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
17.745826,00-120_STILL,36893394499200,105500,PITCH,-0.01,-0.04,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
