experiment,host_monotonic_ns,device_timestamp_ms,axis,roll_deg,pitch_deg,relative_angle_deg,effective_error_deg,p_us,i_us,d_us,output_us,actual_pwm_us,saturated,in_deadband,mode
PD,31891029936400,770600,PITCH,-0.84,-0.95,-0.8,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31891186947800,770700,PITCH,-0.82,-0.95,-0.81,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31891279307100,770800,PITCH,-0.84,-0.94,-0.78,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31891387144700,770900,PITCH,-0.84,-0.94,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31891481630500,771000,PITCH,-0.84,-0.94,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31891575377200,771100,PITCH,-0.83,-0.96,-0.81,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31891684982500,771200,PITCH,-0.84,-0.96,-0.81,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31891778364800,771300,PITCH,-0.83,-0.96,-0.81,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31891887836000,771400,PITCH,-0.83,-0.95,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31891981130500,771500,PITCH,-0.82,-0.94,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31892029591800,771600,PITCH,-0.83,-0.98,-0.84,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31892183395100,771700,PITCH,-0.83,-0.94,-0.8,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31892277321800,771800,PITCH,-0.81,-0.93,-0.78,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31892385468300,771900,PITCH,-0.82,-0.93,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31892479093200,772000,PITCH,-0.82,-0.93,-0.78,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31892588402700,772100,PITCH,-0.81,-0.94,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31892682053300,772200,PITCH,-0.81,-0.94,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31892790003900,772300,PITCH,-0.81,-0.93,-0.78,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31892883987400,772400,PITCH,-0.81,-0.93,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31892977248400,772500,PITCH,-0.8,-0.94,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31893029641400,772600,PITCH,-0.8,-0.97,-0.82,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31893179260400,772700,PITCH,-0.81,-0.95,-0.8,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31893288829800,772800,PITCH,-0.81,-0.94,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31893381639600,772900,PITCH,-0.81,-0.94,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31893489669600,773000,PITCH,-0.81,-0.93,-0.78,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31893582176700,773100,PITCH,-0.79,-0.93,-0.78,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31893676897200,773200,PITCH,-0.8,-0.92,-0.77,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31893785537600,773300,PITCH,-0.81,-0.93,-0.78,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31893877963800,773400,PITCH,-0.81,-0.94,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31893986623300,773500,PITCH,-0.79,-0.94,-0.78,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31894029541400,773600,PITCH,-0.76,-0.82,-0.68,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31894189212900,773700,PITCH,-0.96,-0.77,-0.59,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31894282017100,773800,PITCH,-2.14,-0.51,-0.39,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31894390272000,773900,PITCH,-7.4,-0.53,-0.23,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31894483741900,774000,PITCH,-16.78,1.2,1.35,1.35,1.35,0.0,-0.171,1,1501,0,0,PID_ATTITUDE
PD,31894578118900,774100,PITCH,-25.22,2.11,2.39,2.39,2.39,0.0,-0.565,2,1502,0,0,PID_ATTITUDE
PD,31894686220200,774200,PITCH,-29.76,3.04,3.22,3.22,3.22,0.0,-0.357,3,1503,0,0,PID_ATTITUDE
PD,31894779553200,774300,PITCH,-30.3,2.9,3.01,3.01,3.01,0.0,0.107,3,1503,0,0,PID_ATTITUDE
PD,31894888839200,774400,PITCH,-25.93,2.57,2.62,2.62,2.62,0.0,0.227,3,1503,0,0,PID_ATTITUDE
PD,31894981888800,774500,PITCH,-16.72,1.35,1.41,1.41,1.41,0.0,0.507,2,1502,0,0,PID_ATTITUDE
PD,31895129318000,774700,PITCH,-1.89,-0.7,-0.75,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31895277625000,774800,PITCH,-1.09,-0.72,-0.53,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31895385935700,774900,PITCH,-1.2,-0.61,-0.46,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31895478504900,775000,PITCH,-1.2,-0.66,-0.53,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31895587234500,775100,PITCH,-1.18,-0.77,-0.63,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31895679026900,775200,PITCH,-1.17,-0.86,-0.72,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31895787755200,775300,PITCH,-1.15,-0.93,-0.79,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31895882155700,775400,PITCH,-1.13,-0.98,-0.84,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31895976727900,775500,PITCH,-1.12,-1.03,-0.89,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31896085484000,775600,PITCH,-0.3,-1.77,-1.67,-1.67,-1.67,0.0,0.305,-1,1499,0,0,PID_ATTITUDE
PD,31896129519000,775700,PITCH,-0.91,-1.81,-1.66,-1.66,-1.66,0.0,0.053,-2,1498,0,0,PID_ATTITUDE
PD,31896289071300,775800,PITCH,-1.15,-1.79,-1.63,-1.63,-1.63,0.0,-0.022,-2,1498,0,0,PID_ATTITUDE
PD,31896383595900,775900,PITCH,-1.06,-1.9,-1.86,-1.86,-1.86,0.0,0.212,-2,1498,0,0,PID_ATTITUDE
PD,31896476727500,776000,PITCH,0.35,-2.58,-2.48,-2.48,-2.48,0.0,0.242,-2,1498,0,0,PID_ATTITUDE
PD,31896584517200,776100,PITCH,2.82,-4.57,-4.7,-4.7,-4.7,0.0,1.154,-4,1496,0,0,PID_ATTITUDE
PD,31896677971700,776200,PITCH,7.1,-5.04,-4.69,-4.69,-4.69,0.0,-0.241,-5,1495,0,0,PID_ATTITUDE
PD,31896786947100,776300,PITCH,14.64,-2.78,-2.34,-2.34,-2.34,0.0,-1.143,-3,1497,0,0,PID_ATTITUDE
PD,31896987776200,776500,PITCH,22.52,0.78,0.99,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31897080330500,776600,PITCH,25.59,1.39,1.51,1.51,1.51,0.0,-0.128,1,1501,0,0,PID_ATTITUDE
PD,31897188350100,776700,PITCH,24.66,-1.32,-1.86,-1.86,-1.86,0.0,0.69,-1,1499,0,0,PID_ATTITUDE
PD,31897229359800,776800,PITCH,23.06,-12.47,-13.61,-13.61,-13.61,0.0,5.652,-8,1492,0,0,PID_ATTITUDE
PD,31897389764000,776900,PITCH,20.1,-25.66,-26.72,-26.72,-26.72,0.0,6.381,-10,1490,1,0,PID_ATTITUDE
PD,31897482461500,777000,PITCH,15.97,-36.23,-36.96,-36.96,-36.96,0.0,4.99,-10,1490,1,0,PID_ATTITUDE
PD,31897576496100,777100,PITCH,13.91,-45.37,-45.97,-45.97,-45.97,0.0,4.329,-10,1490,1,0,PID_ATTITUDE
PD,31897684544400,777200,PITCH,12.52,-52.12,-52.37,-52.37,-52.37,0.0,2.971,-10,1490,1,0,PID_ATTITUDE
PD,31897779152600,777300,PITCH,10.71,-52.8,-52.22,-52.22,-52.22,0.0,-0.487,-10,1490,1,0,PID_ATTITUDE
PD,31897886341400,777400,PITCH,10.03,-44.94,-43.59,-43.59,-43.59,0.0,-4.531,-10,1490,1,0,PID_ATTITUDE
PD,31897978474400,777500,PITCH,8.29,-30.81,-29.14,-29.14,-29.14,0.0,-7.107,-10,1490,1,0,PID_ATTITUDE
PD,31898087271100,777600,PITCH,5.52,-14.17,-12.27,-12.27,-12.27,0.0,-8.504,-10,1490,1,0,PID_ATTITUDE
PD,31898180586600,777700,PITCH,2.86,-3.48,-2.79,-2.79,-2.79,0.0,-4.278,-7,1493,0,0,PID_ATTITUDE
PD,31898328875200,777900,PITCH,0.66,-0.7,-0.54,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31898475992300,778000,PITCH,0.35,-0.7,-0.56,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31898586319800,778100,PITCH,0.12,-0.79,-0.65,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31898678994900,778200,PITCH,-0.08,-0.87,-0.72,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
PD,31898788860300,778300,PITCH,-0.28,-0.93,-0.8,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32018768913100,898300,PITCH,-1.04,-2.24,0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32018861662300,898400,PITCH,-1.0,-2.17,0.1,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32018970040300,898500,PITCH,-1.03,-2.21,0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32019063261600,898600,PITCH,-1.06,-2.24,0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32019156223500,898700,PITCH,-1.06,-2.23,0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32019266709700,898800,PITCH,-1.06,-2.24,0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32019360194900,898900,PITCH,-1.06,-2.25,0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32019468935800,899000,PITCH,-1.08,-2.25,0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32019562416300,899100,PITCH,-1.09,-2.25,0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32019610296200,899200,PITCH,-1.09,-2.25,0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32019763822000,899300,PITCH,-1.09,-2.24,0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32019856429900,899400,PITCH,-1.09,-2.25,0.0,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32019964369100,899500,PITCH,-1.1,-2.27,-0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32020058421500,899600,PITCH,-1.09,-2.27,-0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32020168213800,899700,PITCH,-1.09,-2.27,-0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32020261463600,899800,PITCH,-1.26,-1.87,0.45,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32020369735600,899900,PITCH,-1.34,-1.69,0.53,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32020463197600,900000,PITCH,-1.19,-2.09,0.15,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32020556505800,900100,PITCH,-1.16,-2.17,0.09,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32020610130500,900200,PITCH,-1.16,-2.2,0.06,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32020757785900,900300,PITCH,-1.15,-2.22,0.03,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32020865973100,900400,PITCH,-1.16,-2.2,0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32020959743700,900500,PITCH,-1.19,-2.07,0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32021066576500,900600,PITCH,-1.13,-2.2,0.05,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32021160567400,900700,PITCH,-1.13,-2.22,0.04,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32021255749000,900800,PITCH,-1.21,-2.03,0.29,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32021363497500,900900,PITCH,-1.4,-1.54,0.74,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32021457278600,901000,PITCH,-1.46,-1.44,0.82,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32021564309900,901100,PITCH,-1.48,-1.34,0.92,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32021610104500,901200,PITCH,-1.44,-1.39,0.87,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32021766551800,901300,PITCH,-1.42,-1.42,0.84,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32021860113700,901400,PITCH,-1.41,-1.43,0.82,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32021969569800,901500,PITCH,-1.38,-1.57,0.66,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32022062405300,901600,PITCH,-1.26,-1.98,0.24,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32022155307100,901700,PITCH,-1.2,-2.23,0.01,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32022264162800,901800,PITCH,-1.18,-2.32,-0.07,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32022358177300,901900,PITCH,-1.19,-2.29,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32022468471700,902000,PITCH,-1.17,-2.25,0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32022561622800,902100,PITCH,-1.18,-2.15,0.11,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32022609790200,902200,PITCH,-1.16,-2.17,0.09,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32022763464100,902300,PITCH,-1.15,-2.24,-0.02,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
REVERSE,32022857398700,902400,PITCH,-1.06,-6.61,-5.37,-5.37,-5.37,0.0,2.83,-3,1503,0,0,PID_ATTITUDE
REVERSE,32023060458700,902600,PITCH,-1.59,-26.05,-24.56,-24.56,-24.56,0.0,3.914,-10,1510,1,0,PID_ATTITUDE
REVERSE,32023168352900,902700,PITCH,-1.79,-32.47,-30.83,-30.83,-30.83,0.0,3.155,-10,1510,1,0,PID_ATTITUDE
REVERSE,32023261489800,902800,PITCH,-2.18,-38.12,-36.34,-36.34,-36.34,0.0,2.644,-10,1510,1,0,PID_ATTITUDE
REVERSE,32023356016200,902900,PITCH,-2.6,-42.47,-40.48,-40.48,-40.48,0.0,1.913,-10,1510,1,0,PID_ATTITUDE
REVERSE,32023465423200,903000,PITCH,-2.55,-44.58,-42.59,-42.59,-42.59,0.0,1.241,-10,1510,1,0,PID_ATTITUDE
REVERSE,32023559006700,903100,PITCH,-2.52,-45.67,-43.37,-43.37,-43.37,0.0,0.24,-10,1510,1,0,PID_ATTITUDE
REVERSE,32023657536700,903200,PITCH,-2.36,-44.61,-41.75,-41.75,-41.75,0.0,-1.137,-10,1510,1,0,PID_ATTITUDE
REVERSE,32023809660600,903400,PITCH,-4.54,-19.16,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32023963475000,903500,PITCH,-3.63,-10.72,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32024058056500,903600,PITCH,-2.23,-8.87,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32024166039300,903700,PITCH,-1.55,-7.38,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32024258949600,903800,PITCH,-2.15,-5.96,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32024367762300,903900,PITCH,-2.72,-4.66,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32024461482100,904000,PITCH,-2.8,-3.79,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32024569811800,904100,PITCH,-3.49,-0.43,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32024662973700,904200,PITCH,-3.73,8.7,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32024756855500,904300,PITCH,-3.45,20.98,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32024809531700,904400,PITCH,-3.7,32.43,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32024960634500,904500,PITCH,-4.34,41.67,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32025068674900,904600,PITCH,-5.14,37.39,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32025162279800,904700,PITCH,-4.72,22.74,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32025256050100,904800,PITCH,-4.43,10.58,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32025364996300,904900,PITCH,-4.36,4.55,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32025459075600,905000,PITCH,-4.21,-0.8,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32025567802900,905100,PITCH,-4.1,-1.27,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32025660336200,905200,PITCH,-4.08,-1.06,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32025755167600,905300,PITCH,-4.05,-0.81,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32025809163600,905400,PITCH,-2.83,-1.63,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32025957157500,905500,PITCH,2.61,-4.65,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32026065809900,905600,PITCH,9.64,-6.46,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32026158862700,905700,PITCH,15.85,-7.49,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32026268460500,905800,PITCH,20.37,-6.17,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32026361425600,905900,PITCH,22.74,-3.75,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32026469428000,906000,PITCH,25.28,-2.58,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32026561735300,906100,PITCH,24.78,0.48,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32026655992500,906200,PITCH,21.61,3.3,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32026764687400,906300,PITCH,14.86,4.69,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32026809029400,906400,PITCH,4.77,5.6,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32026967006800,906500,PITCH,-6.28,5.03,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32027058492800,906600,PITCH,-8.34,1.15,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32027167549200,906700,PITCH,-8.03,-0.28,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32027261781500,906800,PITCH,-8.77,0.06,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32027356565800,906900,PITCH,-10.25,0.55,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32027466480700,907000,PITCH,-16.98,0.75,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32027560086200,907100,PITCH,-25.29,0.75,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32027668154300,907200,PITCH,-28.84,1.8,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32027760430000,907300,PITCH,-23.58,0.84,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32027808978200,907400,PITCH,-13.18,0.07,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32027964385100,907500,PITCH,-4.19,-0.16,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32028058011000,907600,PITCH,-3.21,-0.06,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32028166384200,907700,PITCH,-3.33,0.21,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32028258357800,907800,PITCH,-5.4,0.56,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32028367536300,907900,PITCH,-15.84,0.73,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32028462447800,908000,PITCH,-23.02,0.52,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32028555468100,908100,PITCH,-13.81,-0.01,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32028664174000,908200,PITCH,-3.9,0.39,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32028757317800,908300,PITCH,-2.77,0.51,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32028808547300,908400,PITCH,-2.88,0.53,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32028960993300,908500,PITCH,-3.06,0.52,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32029055283300,908600,PITCH,-3.23,0.51,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32029164772500,908700,PITCH,-3.37,0.51,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32029258314000,908800,PITCH,-3.49,0.5,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32029366410200,908900,PITCH,-3.59,0.5,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32029458813900,909000,PITCH,-3.66,0.49,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32029566710700,909100,PITCH,-3.73,0.49,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32029658917100,909200,PITCH,-3.79,0.49,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32029767689300,909300,PITCH,-3.83,0.5,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32029808713500,909400,PITCH,-3.86,0.49,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32029969020200,909500,PITCH,-3.89,0.48,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32030062937700,909600,PITCH,-3.91,0.49,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32030156752100,909700,PITCH,-3.92,0.49,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32030264657500,909800,PITCH,-3.94,0.5,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32030358640700,909900,PITCH,-3.95,0.5,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32030468738300,910000,PITCH,-3.96,0.51,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32030561452700,910100,PITCH,-3.98,0.52,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32030657061900,910200,PITCH,-5.13,0.78,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32030766186200,910300,PITCH,-10.75,0.56,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32030808476500,910400,PITCH,-14.96,0.6,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32030954251000,910500,PITCH,-9.16,0.1,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32031064332500,910600,PITCH,-3.45,0.63,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32031158124300,910700,PITCH,-2.93,0.74,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32031266700600,910800,PITCH,-2.87,-0.09,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32031359988400,910900,PITCH,-3.0,-11.66,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32031467859200,911000,PITCH,-2.98,-17.38,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32031562406000,911100,PITCH,0.19,-23.03,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32031656010400,911200,PITCH,0.12,-21.85,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32031765001800,911300,PITCH,-3.08,-12.93,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32031808300300,911400,PITCH,-4.64,-0.99,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
