build,object_file,source_module,flash_bytes,ram_bytes
Release,cmake/stm32cubemx/CMakeFiles/FreeRTOS.dir/__/__/Middlewares/Third_Party/FreeRTOS/Source/CMSIS_RTOS_V2/cmsis_os2.c.obj,Middlewares/Third_Party/FreeRTOS/Source/CMSIS_RTOS_V2/cmsis_os2.c,1202,1724
Release,cmake/stm32cubemx/CMakeFiles/FreeRTOS.dir/__/__/Middlewares/Third_Party/FreeRTOS/Source/timers.c.obj,Middlewares/Third_Party/FreeRTOS/Source/timers.c,1021,300
Release,CMakeFiles/MotionEdge-F103.dir/Services/communication_service.c.obj,Services/communication_service.c,990,909
Release,CMakeFiles/MotionEdge-F103.dir/Services/telemetry_service.c.obj,Services/telemetry_service.c,864,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-nano-vfprintf_i.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-nano-vfprintf_i.o),838,0
Release,CMakeFiles/MotionEdge-F103.dir/Algorithms/attitude_estimator.c.obj,Algorithms/attitude_estimator.c,810,0
Release,CMakeFiles/MotionEdge-F103.dir/App/RTOS/rtos_objects.c.obj,App/RTOS/rtos_objects.c,783,705
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_udivmoddi4.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_udivmoddi4.o),764,0
Release,cmake/stm32cubemx/CMakeFiles/STM32_Drivers.dir/__/__/Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_dma.c.obj,Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_dma.c,714,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-nano-svfprintf.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-nano-svfprintf.o),713,0
Release,CMakeFiles/MotionEdge-F103.dir/BSP/bsp_i2c.c.obj,BSP/bsp_i2c.c,694,1
Release,cmake/stm32cubemx/CMakeFiles/FreeRTOS.dir/__/__/Middlewares/Third_Party/FreeRTOS/Source/portable/GCC/ARM_CM3/port.c.obj,Middlewares/Third_Party/FreeRTOS/Source/portable/GCC/ARM_CM3/port.c,692,9
Release,cmake/stm32cubemx/CMakeFiles/STM32_Drivers.dir/__/__/Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_gpio.c.obj,Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_gpio.c,684,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_muldivsf3.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_muldivsf3.o),672,0
Release,CMakeFiles/MotionEdge-F103.dir/Services/calibration_service.c.obj,Services/calibration_service.c,664,86
Release,CMakeFiles/MotionEdge-F103.dir/BSP/bsp_uart.c.obj,BSP/bsp_uart.c,636,545
Release,CMakeFiles/MotionEdge-F103.dir/Components/servo_actuator.c.obj,Components/servo_actuator.c,624,0
Release,CMakeFiles/MotionEdge-F103.dir/Services/config_persistence.c.obj,Services/config_persistence.c,608,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-sf_atan.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-sf_atan.o),588,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_addsubsf3.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_addsubsf3.o),540,0
Release,cmake/stm32cubemx/CMakeFiles/FreeRTOS.dir/__/__/Middlewares/Third_Party/FreeRTOS/Source/portable/MemMang/heap_4.c.obj,Middlewares/Third_Party/FreeRTOS/Source/portable/MemMang/heap_4.c,532,3104
Release,CMakeFiles/MotionEdge-F103.dir/Middleware/logger.c.obj,Middleware/logger.c,502,397
Release,CMakeFiles/MotionEdge-F103.dir/Devices/mpu6500.c.obj,Devices/mpu6500.c,462,0
Release,CMakeFiles/MotionEdge-F103.dir/App/RTOS/rtos_monitor.c.obj,App/RTOS/rtos_monitor.c,398,132
Release,CMakeFiles/MotionEdge-F103.dir/Algorithms/low_pass_filter.c.obj,Algorithms/low_pass_filter.c,392,0
Release,cmake/stm32cubemx/CMakeFiles/STM32_Drivers.dir/__/__/Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_flash.c.obj,Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_flash.c,384,32
Release,cmake/stm32cubemx/CMakeFiles/FreeRTOS.dir/__/__/Middlewares/Third_Party/FreeRTOS/Source/event_groups.c.obj,Middlewares/Third_Party/FreeRTOS/Source/event_groups.c,374,0
Release,CMakeFiles/MotionEdge-F103.dir/Middleware/csv_telemetry.c.obj,Middleware/csv_telemetry.c,347,0
Release,CMakeFiles/MotionEdge-F103.dir/startup_stm32f103xb.s.obj,startup_stm32f103xb.s,342,0
Release,CMakeFiles/MotionEdge-F103.dir/Services/config_service.c.obj,Services/config_service.c,340,19
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-mallocr.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-mallocr.o),324,8
Release,CMakeFiles/MotionEdge-F103.dir/BSP/bsp_pwm.c.obj,BSP/bsp_pwm.c,316,4
Release,CMakeFiles/MotionEdge-F103.dir/Services/sensor_service.c.obj,Services/sensor_service.c,306,56
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-ef_atan2.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-ef_atan2.o),296,0
Release,CMakeFiles/MotionEdge-F103.dir/BSP/bsp_flash.c.obj,BSP/bsp_flash.c,264,0
Release,CMakeFiles/MotionEdge-F103.dir/Middleware/protocol_parser.c.obj,Middleware/protocol_parser.c,262,0
Release,CMakeFiles/MotionEdge-F103.dir/Middleware/protocol_frame.c.obj,Middleware/protocol_frame.c,254,0
Release,CMakeFiles/MotionEdge-F103.dir/Src/tim.c.obj,Src/tim.c,240,72
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_cmpsf2.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_cmpsf2.o),236,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-ef_sqrt.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-ef_sqrt.o),236,0
Release,CMakeFiles/MotionEdge-F103.dir/Src/usart.c.obj,Src/usart.c,228,140
Release,CMakeFiles/MotionEdge-F103.dir/Src/i2c.c.obj,Src/i2c.c,220,84
Release,CMakeFiles/MotionEdge-F103.dir/Services/health_service.c.obj,Services/health_service.c,216,21
Release,cmake/stm32cubemx/CMakeFiles/STM32_Drivers.dir/__/__/Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_flash_ex.c.obj,Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_flash_ex.c,204,0
Release,CMakeFiles/MotionEdge-F103.dir/Src/main.c.obj,Src/main.c,176,0
Release,CMakeFiles/MotionEdge-F103.dir/Src/freertos.c.obj,Src/freertos.c,170,4
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_aeabi_ldivmod.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_aeabi_ldivmod.o),160,0
Release,cmake/stm32cubemx/CMakeFiles/STM32_Drivers.dir/__/__/Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_cortex.c.obj,Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_cortex.c,160,0
Release,CMakeFiles/MotionEdge-F103.dir/Src/stm32f1xx_hal_timebase_tim.c.obj,Src/stm32f1xx_hal_timebase_tim.c,156,72
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/crtbegin.o,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/crtbegin.o,148,25
Release,CMakeFiles/MotionEdge-F103.dir/App/RTOS/app_rtos.c.obj,App/RTOS/app_rtos.c,148,1
Release,CMakeFiles/MotionEdge-F103.dir/Middleware/byte_ring_buffer.c.obj,Middleware/byte_ring_buffer.c,146,0
Release,CMakeFiles/MotionEdge-F103.dir/Src/gpio.c.obj,Src/gpio.c,144,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-freer.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-freer.o),144,0
Release,CMakeFiles/MotionEdge-F103.dir/App/app_status.c.obj,App/app_status.c,137,1
Release,cmake/stm32cubemx/CMakeFiles/FreeRTOS.dir/__/__/Middlewares/Third_Party/FreeRTOS/Source/list.c.obj,Middlewares/Third_Party/FreeRTOS/Source/list.c,128,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-vsnprintf.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-vsnprintf.o),120,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-snprintf.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-snprintf.o),108,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-sf_lround.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-sf_lround.o),100,0
Release,cmake/stm32cubemx/CMakeFiles/STM32_Drivers.dir/__/__/Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_tim_ex.c.obj,Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal_tim_ex.c,96,0
Release,CMakeFiles/MotionEdge-F103.dir/Services/i2c_scanner.c.obj,Services/i2c_scanner.c,92,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-reallocr.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-reallocr.o),92,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-impure.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-impure.o),80,80
Release,CMakeFiles/MotionEdge-F103.dir/Src/stm32f1xx_hal_msp.c.obj,Src/stm32f1xx_hal_msp.c,80,0
Release,cmake/stm32cubemx/CMakeFiles/STM32_Drivers.dir/__/__/Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal.c.obj,Drivers/STM32F1xx_HAL_Driver/Src/stm32f1xx_hal.c,77,9
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_fixsfsi.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_fixsfsi.o),76,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-init.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-init.o),72,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_fixunssfsi.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_fixunssfsi.o),64,0
Release,CMakeFiles/MotionEdge-F103.dir/Middleware/crc16.c.obj,Middleware/crc16.c,64,0
Release,CMakeFiles/MotionEdge-F103.dir/Src/sysmem.c.obj,Src/sysmem.c,60,4
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-wf_sqrt.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-wf_sqrt.o),60,0
Release,CMakeFiles/MotionEdge-F103.dir/BSP/bsp_led.c.obj,BSP/bsp_led.c,54,0
Release,CMakeFiles/MotionEdge-F103.dir/Common/software_timer.c.obj,Common/software_timer.c,54,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-memmove.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-memmove.o),50,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_aeabi_uldivmod.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_aeabi_uldivmod.o),48,0
Release,CMakeFiles/MotionEdge-F103.dir/Src/dma.c.obj,Src/dma.c,48,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_unordsf2.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_arm_unordsf2.o),44,0
Release,CMakeFiles/MotionEdge-F103.dir/Src/stm32f1xx_it.c.obj,Src/stm32f1xx_it.c,40,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-sbrkr.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-sbrkr.o),32,0
Release,cmake/stm32cubemx/CMakeFiles/STM32_Drivers.dir/__/__/Src/system_stm32f1xx.c.obj,Src/system_stm32f1xx.c,30,4
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-memcpy-stub.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-memcpy-stub.o),28,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-memchr-stub.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-memchr-stub.o),28,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-mlock.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-mlock.o),24,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-memset.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-memset.o),16,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-msizer.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-msizer.o),16,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/crtn.o,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/crtn.o,16,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-errno.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-errno.o),12,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-sf_fabs.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-sf_fabs.o),8,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/crti.o,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/crti.o,8,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-lock.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-lock.o),4,1
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_dvmd_tls.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libgcc.a(_dvmd_tls.o),4,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-wf_atan2.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libm.a(libm_a-wf_atan2.o),4,0
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-findfp.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-findfp.o),0,312
Release,C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-reent.o),C:/PROGRA~2/ARMGNU~1/14EFD8~1.2RE/bin/../lib/gcc/arm-none-eabi/14.2.1/thumb/v7-m/nofp/libg_nano.a(libc_a-reent.o),0,4
